,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1606,Central Midfield,25,Edu ExpÃ³sito,0.0,0.11,0.0,0.0,0.05,0.16,0.0,0.11,0.07,0.08,0.15,1.47,0.33,22.2%,0.0,0.0,22.6,0.0,0.05,-0.11,-0.07,32.19,44.29,72.7%,617.3,177.23,12.7,15.74,80.7%,13.62,16.72,81.5%,4.99,9.61,52.0%,1.52,3.58,0.65,0.11,3.85,41.31,2.99,0.98,0.0,8.31,1.63,1.68,1.85,0.81,0.92,0.11,27.52,5.97,10.8,7.65,32.08,3.09,0.11,0.11,0.33,1.19,1.74,1.47,3.31,1.47,0.92,0.27,0.16,0.33,0.16,0.22,0.16,0.0,0.0,0.05,0.0,0.0,1.36,0.71,0.38,0.92,0.05,0.43,2.28,19.0%,1.85,16.77,5.65,33.7%,3.91,9.17,3.69,1.57,0.11,0.0,1.36,2.71,0.81,0.05,54.77,0.92,7.17,30.4,20.57,2.01,51.79,1.79,2.66,67.3%,2.01,0.05,34.52,162.14,84.14,4.4,1.79,0.38,1.3,1.41,40.22,33.6,83.5%,3.09,0.0,1.19,1.3,0.0,0.0,0.0,0.0,12.0,1.57,1.85,46.0%,€3.50
1607,Centre-Back,20,Eduard Dutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
1608,Central Midfield,24,Eduard LÃ¶wen,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.25,0.33,1.98,0.63,31.6%,0.0,0.0,25.5,0.73,0.04,-0.08,-0.08,29.23,41.87,69.8%,611.0,217.9,12.32,15.45,79.7%,9.81,12.32,79.7%,6.37,11.38,56.0%,2.3,3.55,0.42,0.1,3.97,34.66,7.2,3.34,0.1,8.56,3.65,2.09,3.55,1.46,1.46,0.21,22.03,6.89,12.95,4.8,33.31,1.67,0.1,0.42,0.73,0.84,1.46,1.15,3.45,1.98,1.25,0.0,0.21,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,2.19,1.88,0.73,0.84,0.63,0.84,3.03,27.6%,2.19,24.64,7.83,31.8%,5.85,12.11,6.68,1.25,0.1,0.0,1.25,3.45,1.98,0.0,54.92,2.19,11.59,23.49,21.93,1.88,47.19,0.94,2.19,42.9%,1.04,0.1,30.7,118.29,56.38,3.24,0.52,0.52,1.36,1.46,37.48,30.28,80.8%,3.45,0.0,0.94,0.63,0.1,0.0,0.0,0.0,8.67,1.77,1.98,47.2%,€3.00
1609,Centre-Forward,22,Eduardo Bubacar BaldÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 17, 2019"
1610,Central Midfield,19,Eduardo Camavinga,0.04,0.08,0.04,0.0,0.0,0.26,0.0,0.08,0.08,0.05,0.13,0.94,0.34,36.0%,0.04,0.11,18.3,0.0,0.09,-0.05,-0.05,53.9,60.44,89.2%,983.35,209.37,23.14,25.51,90.7%,23.4,25.62,91.3%,6.35,7.29,87.1%,0.56,5.93,0.56,0.0,3.91,58.86,1.58,1.16,0.15,8.56,1.24,0.19,0.0,0.0,0.0,0.0,50.22,5.03,5.18,52.55,4.02,2.52,0.38,0.23,0.0,0.56,1.43,1.43,1.54,1.13,0.0,0.08,0.08,0.19,0.08,0.19,0.15,0.0,0.0,0.04,0.0,0.0,3.94,2.48,1.73,1.58,0.64,0.94,2.85,32.9%,1.92,26.74,7.02,26.3%,8.26,13.52,4.96,1.58,0.15,0.0,0.79,4.73,0.83,0.0,73.43,1.43,13.71,47.7,18.29,1.92,72.27,1.58,2.25,70.0%,1.62,0.08,52.1,280.89,153.22,6.27,2.33,0.3,1.65,1.54,61.6,55.44,90.0%,3.16,0.0,2.33,2.37,0.08,0.0,0.0,0.0,8.19,1.05,1.09,49.1%,€55.00
1611,Goalkeeper,39,Eduardo Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Goalkeeper,22,Eduardo Dos Santos Haesler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Oct 6, 2021"
1613,Goalkeeper,22,Eduardo FrÃ­as Molleda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Jun 30, 2021"
1614,Defensive Midfield,26,Eduardo Henrique,0.11,0.0,0.11,0.0,0.0,0.43,0.0,0.13,0.13,0.01,0.15,0.86,0.11,12.5%,0.13,1.0,17.9,0.0,0.15,-0.02,-0.02,31.68,38.53,82.2%,531.76,155.39,15.41,17.02,90.6%,13.16,15.73,83.7%,2.35,3.75,62.9%,0.32,3.53,0.43,0.0,2.68,37.67,0.86,0.75,0.11,7.38,0.43,0.11,0.0,0.0,0.0,0.0,28.89,5.35,4.28,2.78,32.96,1.82,0.11,0.0,0.0,0.64,1.18,0.96,1.18,0.86,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.21,0.32,0.32,0.11,0.21,0.96,22.2%,0.75,13.48,3.1,23.0%,4.49,6.31,2.68,1.07,0.11,0.0,1.07,1.82,0.96,0.0,46.77,1.39,10.59,28.89,10.17,1.18,46.23,0.75,1.18,63.6%,0.86,0.0,32.32,175.93,92.46,3.32,0.86,0.11,1.18,0.96,39.6,33.07,83.5%,1.93,0.0,1.93,1.61,0.11,0.0,0.0,0.0,8.45,1.18,1.71,40.7%,€1.70
1615,Goalkeeper,25,Edvinas Gertmonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€350Th. Last update: Dec 7, 2021"
1616,Central Midfield,26,Efkan Bekiroglu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€450Th. Last update: Oct 12, 2021"
1617,Centre-Forward,25,Efthimis Koulouris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€900Th. Last update: Nov 1, 2021"
1618,Goalkeeper,38,Eiji Kawashima,,,,,0.16,,,,,,,,,,,,,,,,,,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€350Th. Last update: Jun 4, 2021"
1619,Left-Back,24,Ekhi Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 30, 2021"
1620,Centre-Forward,20,El Bilal TourÃ©,0.2,0.13,0.2,0.0,0.0,0.26,0.0,0.18,0.18,0.05,0.23,1.89,0.72,37.9%,0.1,0.27,10.9,0.0,0.1,0.01,0.01,16.97,23.87,71.1%,225.39,34.21,10.6,13.53,78.4%,5.07,7.41,68.4%,0.33,0.85,38.5%,0.65,1.04,0.26,0.07,0.85,23.02,0.85,0.0,0.07,7.8,0.26,0.26,0.0,0.0,0.0,0.0,14.37,6.11,3.38,4.81,12.62,2.15,0.0,0.72,0.07,0.59,0.52,1.11,1.24,0.91,0.0,0.07,0.2,0.07,0.0,0.2,0.07,0.0,0.0,0.13,0.0,0.0,1.63,0.78,0.26,1.04,0.33,0.39,0.85,46.2%,0.46,17.49,4.16,23.8%,2.54,8.19,6.76,1.3,0.2,0.0,0.59,2.21,1.11,0.07,36.09,1.76,4.55,18.79,15.02,3.84,35.25,0.59,1.56,37.5%,0.72,0.07,19.38,91.5,46.43,2.08,0.98,0.2,2.54,1.43,52.48,25.49,48.6%,5.79,0.0,2.41,1.11,0.85,0.0,0.0,0.0,4.03,4.49,6.44,41.1%,€6.50
1621,Centre-Back,16,El Chadaille Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Aug 6, 2021"
1622,Left Winger,28,Elba Rashani,0.45,0.22,0.45,0.0,0.0,0.11,0.0,0.13,0.13,0.24,0.38,1.22,0.45,36.4%,0.36,1.0,12.6,0.0,0.11,0.31,0.31,26.25,31.93,82.2%,402.5,108.47,14.13,15.35,92.0%,10.01,12.01,83.3%,1.22,2.0,61.1%,0.78,1.89,0.78,0.22,2.23,31.04,0.89,0.0,0.22,5.23,0.56,1.22,0.45,0.0,0.22,0.0,25.03,4.45,2.45,24.14,5.9,1.0,0.33,0.11,0.0,0.56,1.45,2.11,1.67,1.56,0.0,0.0,0.0,0.11,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,2.67,1.89,0.67,1.67,0.33,0.89,3.12,28.6%,2.23,23.14,6.79,29.3%,5.9,11.79,5.45,2.45,0.33,0.0,1.45,4.12,1.0,0.0,44.94,2.0,8.23,22.36,17.24,3.56,44.17,0.78,1.78,43.8%,0.89,0.0,30.82,151.52,91.45,5.23,1.67,0.45,1.78,2.23,38.27,29.7,77.6%,5.12,0.0,1.45,1.0,0.33,0.0,0.0,0.0,6.12,0.78,1.45,35.0%,€1.50
1623,Goalkeeper,37,Eldin JakupoviÄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 8, 2021"
1624,Centre-Forward,26,Eldor Shomurodov,0.38,0.19,0.38,0.0,0.0,0.09,0.0,0.31,0.31,0.15,0.47,2.28,1.0,43.8%,0.17,0.38,13.9,0.0,0.14,0.07,0.07,18.28,25.68,71.2%,257.09,57.1,11.11,14.19,78.3%,5.13,7.26,70.6%,0.85,1.66,51.4%,1.23,0.9,0.76,0.28,1.47,24.97,0.71,0.05,0.09,8.07,0.62,1.0,0.0,0.0,0.0,0.0,16.47,5.22,3.99,4.41,16.85,1.85,0.09,0.28,0.14,0.62,0.71,0.85,2.37,1.9,0.0,0.14,0.19,0.14,0.0,0.47,0.33,0.0,0.09,0.05,0.0,0.0,1.38,0.85,0.38,0.66,0.33,0.19,0.95,20.0%,0.76,21.55,5.7,26.4%,2.85,10.21,8.5,0.95,0.09,0.0,0.43,1.8,0.52,0.0,38.45,0.62,3.84,17.75,19.56,5.08,37.78,0.81,2.23,36.2%,1.04,0.09,23.59,112.97,61.85,2.56,1.14,0.47,3.09,1.76,53.64,28.39,52.9%,8.64,0.0,2.28,1.28,0.52,0.0,0.0,0.0,5.03,3.13,5.93,34.6%,€14.00
1625,attack,19,Elhadji Dieye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Centre-Back,26,Elhadji Pape Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€350Th. Last update: Dec 7, 2021"
1627,Goalkeeper,20,Elia Caprile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Jun 8, 2021"
1628,Centre-Back,30,Eliaquim Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.00
1629,Goalkeeper,19,Elias BÃ¶rdner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Jun 9, 2021"
1630,Goalkeeper,19,Elias Damergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Centre-Forward,29,Elias Kachunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€800Th. Last update: Jun 30, 2021"
1632,Centre-Forward,22,Elie Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
1633,Central Midfield,22,Elif Elmas,0.28,0.09,0.28,0.0,0.0,0.33,0.0,0.24,0.24,0.06,0.3,1.68,0.84,50.0%,0.17,0.33,14.7,0.0,0.14,0.04,0.04,37.56,42.27,88.9%,560.58,90.05,21.79,23.47,92.8%,12.74,14.0,91.0%,1.91,2.8,68.3%,0.98,1.73,0.93,0.09,2.05,40.64,1.63,0.37,0.0,5.88,0.42,0.47,0.37,0.09,0.09,0.0,35.46,3.87,2.94,6.35,34.15,1.07,0.56,0.09,0.23,0.33,0.89,1.03,2.19,1.73,0.0,0.19,0.14,0.09,0.05,0.33,0.19,0.0,0.09,0.0,0.0,0.05,1.45,0.79,0.51,0.42,0.51,0.7,1.59,44.1%,0.89,14.65,4.29,29.3%,3.08,6.86,4.71,1.21,0.19,0.0,0.89,2.33,0.79,0.0,52.44,1.21,7.14,26.92,22.21,3.31,50.9,1.03,1.63,62.9%,1.12,0.0,38.63,207.57,108.9,5.79,2.05,0.65,1.21,1.4,50.9,40.68,79.9%,4.67,0.0,1.35,1.03,0.05,0.0,0.0,0.0,5.18,0.23,0.89,20.8%,€17.00
1634,Centre-Back,25,Elio Capradossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€900Th. Last update: Jun 3, 2021"
1635,Central Midfield,19,Eliot Matazo,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.14,0.14,0.06,0.19,0.42,0.21,50.0%,0.25,0.5,16.6,0.0,0.31,-0.03,-0.03,33.72,39.68,85.0%,661.53,122.37,12.95,15.35,84.4%,15.87,17.33,91.6%,4.7,6.16,76.3%,0.52,2.51,0.63,0.0,3.24,39.26,0.42,0.42,0.0,6.79,1.25,0.0,0.0,0.0,0.0,0.0,29.97,5.43,4.28,3.65,33.2,1.36,0.0,0.52,0.0,1.15,0.52,1.15,1.46,1.04,0.0,0.21,0.1,0.1,0.0,0.31,0.21,0.0,0.1,0.0,0.0,0.0,2.51,1.88,0.84,1.46,0.21,0.73,1.67,43.8%,0.94,19.0,5.53,29.1%,4.91,10.86,3.24,1.25,0.1,0.0,1.25,3.76,0.73,0.0,49.7,1.04,10.02,33.72,9.08,0.84,49.59,1.46,2.4,60.9%,1.57,0.31,31.95,175.41,77.68,2.4,0.84,0.0,1.04,0.84,37.07,32.99,89.0%,1.25,0.0,1.57,1.46,0.0,0.0,0.0,0.0,8.77,1.04,1.46,41.7%,€8.00
1636,Centre-Back,24,Eliseo Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Jun 30, 2021"
1637,Defensive Midfield,24,Elisha Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€3.50
1638,Centre-Forward,18,Eljon Toci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 22, 2021"
1639,Attacking Midfield,19,Elliot Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Mar 17, 2021"
1640,Centre-Forward,20,Ellis Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Defensive Midfield,26,Ellyes Skhiri,0.16,0.06,0.16,0.0,0.0,0.13,0.0,0.13,0.13,0.04,0.17,0.68,0.26,38.1%,0.24,0.63,13.7,0.0,0.19,0.03,0.03,42.61,49.0,87.0%,839.77,229.45,15.1,17.29,87.3%,19.61,21.16,92.7%,6.68,8.61,77.5%,0.61,2.81,0.55,0.1,3.29,46.19,2.81,2.61,0.1,8.32,1.29,0.19,0.0,0.0,0.0,0.0,35.03,6.03,7.94,5.61,39.45,2.42,0.16,0.29,0.13,0.58,0.97,2.06,1.16,0.87,0.06,0.06,0.06,0.0,0.1,0.13,0.06,0.0,0.03,0.03,0.0,0.0,3.23,1.97,1.71,1.26,0.26,1.16,2.39,48.6%,1.23,17.19,5.61,32.6%,7.29,7.71,2.19,2.55,0.48,0.03,2.84,6.06,1.61,0.06,61.0,5.29,23.74,31.81,9.1,1.06,58.35,0.61,0.94,65.5%,0.71,0.0,33.52,165.71,75.9,1.84,0.77,0.06,0.81,0.74,37.97,34.58,91.1%,1.45,0.0,1.39,0.77,0.13,0.0,0.0,0.0,11.77,1.65,1.29,56.0%,€13.00
1642,Attacking Midfield,36,Eloi Amagat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 30, 2021"
1643,Right-Back,27,Elseid Hysaj,0.03,0.03,0.03,0.0,0.0,0.12,0.0,0.02,0.02,0.05,0.07,0.24,0.06,25.0%,0.13,0.5,24.8,0.0,0.08,0.01,0.01,51.23,59.79,85.7%,845.99,285.09,26.96,28.93,93.2%,18.67,21.26,87.8%,4.56,7.34,62.2%,0.51,3.01,0.6,0.06,3.22,51.98,7.81,1.01,0.12,5.04,0.84,0.75,0.0,0.0,0.0,0.0,42.32,9.04,8.44,17.18,33.73,1.58,6.8,0.15,0.12,0.57,1.43,1.37,1.13,1.07,0.0,0.06,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.73,1.07,1.1,0.51,0.12,0.89,1.64,54.5%,0.75,10.11,3.01,29.8%,4.8,3.85,1.46,1.58,0.21,0.0,1.73,3.46,2.12,0.03,68.56,3.67,22.1,37.01,13.63,0.81,61.01,0.86,1.43,60.4%,0.95,0.15,44.17,209.22,104.7,3.91,1.25,0.21,0.45,0.51,46.97,44.67,95.1%,1.13,0.0,0.81,0.84,0.03,0.0,0.06,0.0,7.69,0.75,1.04,41.7%,€13.00
1644,Central Midfield,24,Elvis RexhbeÃ§aj,0.15,0.04,0.15,0.0,0.0,0.19,0.0,0.09,0.09,0.13,0.22,1.31,0.42,32.4%,0.12,0.36,21.0,0.12,0.07,0.06,0.06,20.43,31.06,65.8%,383.6,134.11,8.61,10.97,78.5%,7.92,10.39,76.2%,3.05,7.49,40.7%,1.24,1.89,0.66,0.23,2.09,28.35,2.7,1.04,0.04,5.79,0.93,1.51,1.0,0.27,0.35,0.04,19.04,4.06,7.96,22.17,6.26,1.55,0.23,0.39,0.15,0.46,1.82,1.89,2.12,1.27,0.46,0.04,0.04,0.27,0.04,0.19,0.12,0.0,0.0,0.0,0.04,0.04,2.2,1.08,0.73,1.04,0.42,0.7,2.01,34.6%,1.31,18.54,5.49,29.6%,4.64,9.27,4.64,2.39,0.5,0.0,1.16,3.36,0.73,0.0,44.15,1.51,9.73,21.79,15.41,1.24,41.52,0.7,1.58,43.9%,0.81,0.04,26.19,127.62,61.61,3.01,1.16,0.23,1.43,1.66,34.69,25.07,72.3%,2.97,0.0,1.2,2.24,0.12,0.0,0.0,0.0,8.92,0.7,2.01,25.7%,€4.00
1645,Central Midfield,24,Emanuel Cecchini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€550Th. Last update: Oct 20, 2021"
1646,Right-Back,19,Emanuel Ercolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Jun 30, 2021"
1647,Right Winger,21,Emanuel Vignato,0.0,0.25,0.0,0.0,0.0,0.38,0.0,0.06,0.06,0.23,0.28,1.13,0.38,33.3%,0.0,0.0,20.0,0.0,0.05,-0.06,-0.06,41.64,53.4,78.0%,724.59,237.99,20.75,24.03,86.4%,15.6,19.18,81.3%,4.65,7.67,60.7%,1.82,4.03,1.32,0.25,5.09,48.99,4.4,0.63,0.31,7.48,1.38,2.26,1.64,0.69,0.5,0.06,36.67,8.49,8.24,6.35,43.4,1.38,1.89,0.19,0.0,0.75,2.33,0.63,3.14,2.39,0.57,0.13,0.0,0.06,0.0,0.44,0.38,0.06,0.0,0.0,0.0,0.0,1.64,1.07,0.82,0.5,0.31,0.31,1.57,20.0%,1.26,18.3,4.59,25.1%,4.97,8.81,4.53,0.69,0.06,0.0,0.82,2.45,0.88,0.0,61.89,1.51,10.88,30.82,24.78,2.2,57.55,1.57,2.33,67.6%,1.64,0.0,45.79,292.39,157.04,7.55,2.2,1.01,0.82,1.26,53.58,44.59,83.2%,2.83,0.0,1.13,0.82,0.13,0.0,0.0,0.0,8.05,0.19,1.32,12.5%,€6.00
1648,Left Midfield,36,Emanuele Giaccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
